Site, Member, Distance, Distance_Value, Duration, Duration_value
29,54,9.6 mi,2598,43 mins,2598
29,55,17.0 mi,1944,32 mins,1944
29,56,18.2 mi,2015,34 mins,2015
29,57,9.7 mi,1412,24 mins,1412
29,58,14.3 mi,2361,39 mins,2361
29,59,32.6 mi,2654,44 mins,2654
29,60,9.0 mi,1697,28 mins,1697
29,61,10.6 mi,1598,27 mins,1598
29,62,11.5 mi,1441,24 mins,1441
29,63,7.3 mi,1931,32 mins,1931
29,64,11.1 mi,1519,25 mins,1519
29,65,17.2 mi,2073,35 mins,2073
29,66,12.6 mi,1602,27 mins,1602
29,67,20.0 mi,2255,38 mins,2255
29,68,0.8 mi,296,5 mins,296
29,69,17.0 mi,1944,32 mins,1944
29,70,15.0 mi,2457,41 mins,2457
29,71,5.9 mi,1589,26 mins,1589
29,72,5.3 mi,1088,18 mins,1088
29,73,15.6 mi,1731,29 mins,1731
29,74,5.7 mi,1269,21 mins,1269
29,75,15.2 mi,1844,31 mins,1844
29,76,8.8 mi,2332,39 mins,2332
29,77,6.0 mi,1639,27 mins,1639
29,78,11.1 mi,1314,22 mins,1314
29,79,16.7 mi,1920,32 mins,1920
29,80,7.5 mi,1790,30 mins,1790
29,81,10.9 mi,1446,24 mins,1446
29,82,9.6 mi,2598,43 mins,2598
29,83,16.2 mi,1965,33 mins,1965
29,84,6.3 mi,1660,28 mins,1660
29,85,14.6 mi,1820,30 mins,1820
29,86,14.5 mi,1901,32 mins,1901
29,87,12.6 mi,2235,37 mins,2235
29,88,5.7 mi,1343,22 mins,1343
29,89,26.5 mi,2396,40 mins,2396
29,90,10.8 mi,1375,23 mins,1375
29,91,17.0 mi,1955,33 mins,1955
29,92,13.9 mi,1857,31 mins,1857
29,93,3.8 mi,911,15 mins,911
29,94,8.8 mi,1525,25 mins,1525
29,95,14.2 mi,2001,33 mins,2001
29,96,14.0 mi,1801,30 mins,1801
29,97,14.9 mi,2138,36 mins,2138
29,98,18.0 mi,1826,30 mins,1826
29,99,11.5 mi,1597,27 mins,1597
29,100,15.6 mi,2057,34 mins,2057
29,101,13.9 mi,2000,33 mins,2000
29,102,6.8 mi,1940,32 mins,1940
29,103,18.9 mi,2311,39 mins,2311
29,104,9.4 mi,1893,32 mins,1893
29,105,6.9 mi,1852,31 mins,1852
29,106,8.3 mi,1380,23 mins,1380
29,107,20.0 mi,2152,36 mins,2152
29,108,13.0 mi,1718,29 mins,1718
29,109,17.5 mi,2239,37 mins,2239
29,110,14.9 mi,2366,39 mins,2366
30,1,2.2 mi,806,13 mins,806
30,2,7.3 mi,1539,26 mins,1539
30,3,17.6 mi,2336,39 mins,2336
30,4,4.8 mi,953,16 mins,953
30,5,1.6 mi,629,10 mins,629
30,6,8.8 mi,1746,29 mins,1746
30,7,7.2 mi,1488,25 mins,1488
30,8,8.5 mi,1580,26 mins,1580
30,9,1.8 mi,672,11 mins,672
30,10,19.7 mi,2839,47 mins,2839
30,11,30.7 mi,2631,44 mins,2631
30,12,12.9 mi,1888,31 mins,1888
30,13,18.1 mi,2561,43 mins,2561
30,14,23.7 mi,2825,47 mins,2825
30,15,2.7 mi,942,16 mins,942
30,16,9.6 mi,1326,22 mins,1326
30,17,13.5 mi,1667,28 mins,1667
30,18,4.3 mi,999,17 mins,999
30,19,12.1 mi,1608,27 mins,1608
30,20,5.1 mi,1278,21 mins,1278
30,21,5.1 mi,1092,18 mins,1092
30,22,15.1 mi,1942,32 mins,1942
30,23,13.1 mi,1777,30 mins,1777
30,24,0.8 mi,365,6 mins,365
30,25,11.4 mi,1922,32 mins,1922
30,26,10.1 mi,1562,26 mins,1562
30,27,10.0 mi,2102,35 mins,2102
30,28,2.5 mi,893,15 mins,893
30,29,4.8 mi,926,15 mins,926
30,30,14.7 mi,2544,42 mins,2544
30,31,15.1 mi,1993,33 mins,1993
30,32,3.1 mi,777,13 mins,777
30,33,13.6 mi,2174,36 mins,2174
30,34,2.5 mi,782,13 mins,782
30,35,14.3 mi,2385,40 mins,2385
30,36,0.6 mi,226,4 mins,226
30,37,21.6 mi,2222,37 mins,2222
30,38,13.8 mi,2336,39 mins,2336
30,39,17.5 mi,2378,40 mins,2378
30,40,18.3 mi,2236,37 mins,2236
30,41,28.3 mi,2676,45 mins,2676
30,42,15.2 mi,1876,31 mins,1876
30,43,27.6 mi,2638,44 mins,2638
30,44,7.6 mi,1653,28 mins,1653
30,45,13.8 mi,2302,38 mins,2302
30,46,1.7 mi,694,12 mins,694
30,47,2.6 mi,902,15 mins,902
30,48,6.2 mi,1268,21 mins,1268
30,49,5.4 mi,1304,22 mins,1304
30,50,5.1 mi,1200,20 mins,1200
30,51,7.8 mi,1609,27 mins,1609
30,52,2.8 mi,886,15 mins,886
30,53,10.3 mi,1736,29 mins,1736
30,54,17.0 mi,2210,37 mins,2210
30,55,3.8 mi,886,15 mins,886
30,56,14.2 mi,1841,31 mins,1841
30,57,7.5 mi,1271,21 mins,1271
30,58,5.6 mi,1117,19 mins,1117
30,59,44.5 mi,3532,59 mins,3532
30,60,24.9 mi,3051,51 mins,3051
30,61,26.4 mi,2877,48 mins,2877
30,62,8.5 mi,1462,24 mins,1462
30,63,14.0 mi,2234,37 mins,2234
30,64,5.1 mi,1241,21 mins,1241
30,65,10.5 mi,1604,27 mins,1604
30,66,7.1 mi,1338,22 mins,1338
30,67,0.9 mi,447,7 mins,447
30,68,14.2 mi,2015,34 mins,2015
30,69,3.8 mi,886,15 mins,886
30,70,8.2 mi,1891,32 mins,1891
30,71,18.9 mi,2584,43 mins,2584
30,72,10.8 mi,1634,27 mins,1634
30,73,1.6 mi,562,9 mins,562
30,74,17.2 mi,2253,38 mins,2253
30,75,3.0 mi,953,16 mins,953
30,76,15.2 mi,2220,37 mins,2220
30,77,14.6 mi,2551,43 mins,2551
30,78,6.9 mi,1144,19 mins,1144
30,79,12.0 mi,1652,28 mins,1652
30,80,13.5 mi,2309,38 mins,2309
30,81,4.9 mi,1200,20 mins,1200
30,82,17.0 mi,2210,37 mins,2210
30,83,2.0 mi,799,13 mins,799
30,84,15.0 mi,2558,43 mins,2558
30,85,4.7 mi,1127,19 mins,1127
30,86,23.2 mi,2773,46 mins,2773
30,87,18.2 mi,2590,43 mins,2590
30,88,11.9 mi,2176,36 mins,2176
30,89,31.7 mi,2861,48 mins,2861
30,90,6.3 mi,1175,20 mins,1175
30,91,3.8 mi,968,16 mins,968
30,92,19.8 mi,2841,47 mins,2841
30,93,12.2 mi,1785,30 mins,1785
30,94,10.9 mi,1831,31 mins,1831
30,95,9.2 mi,1413,24 mins,1413
30,96,1.1 mi,373,6 mins,373
30,97,0.8 mi,330,6 mins,330
30,98,30.0 mi,2704,45 mins,2704
30,99,5.0 mi,1276,21 mins,1276
30,100,20.0 mi,2813,47 mins,2813
30,101,8.2 mi,1449,24 mins,1449
30,102,13.3 mi,2156,36 mins,2156
30,103,5.9 mi,1203,20 mins,1203
30,104,25.3 mi,3247,54 mins,3247
30,105,13.4 mi,2165,36 mins,2165
30,106,10.3 mi,1685,28 mins,1685
30,107,1.3 mi,615,10 mins,615
30,108,11.9 mi,1722,29 mins,1722
30,109,18.4 mi,2406,40 mins,2406
30,110,8.4 mi,1925,32 mins,1925
31,1,8.6 mi,1046,17 mins,1046
31,2,12.4 mi,1844,31 mins,1844
31,3,22.2 mi,2713,45 mins,2713
31,4,1.5 mi,619,10 mins,619
31,5,6.1 mi,1056,18 mins,1056
31,6,13.4 mi,2123,35 mins,2123
31,7,12.2 mi,1794,30 mins,1794
31,8,12.8 mi,1984,33 mins,1984
31,9,5.1 mi,883,15 mins,883
31,10,24.3 mi,3216,54 mins,3216
31,11,24.6 mi,1965,33 mins,1965
31,12,17.4 mi,2212,37 mins,2212
31,13,22.7 mi,2937,49 mins,2937
31,14,28.7 mi,3130,52 mins,3130
31,15,8.9 mi,1142,19 mins,1142
31,16,14.2 mi,1702,28 mins,1702
31,17,15.3 mi,1735,29 mins,1735
31,18,8.8 mi,1375,23 mins,1375
31,19,17.9 mi,1953,33 mins,1953
31,20,10.2 mi,1583,26 mins,1583
31,21,3.7 mi,848,14 mins,848
31,22,20.1 mi,2247,37 mins,2247
31,23,17.6 mi,2153,36 mins,2153
31,24,7.2 mi,1048,17 mins,1048
31,25,16.5 mi,2228,37 mins,2228
31,26,15.1 mi,1868,31 mins,1868
31,27,15.0 mi,2407,40 mins,2407
31,28,6.8 mi,1121,19 mins,1121
31,29,2.2 mi,835,14 mins,835
31,30,19.8 mi,2849,47 mins,2849
31,31,20.2 mi,2298,38 mins,2298
31,32,8.6 mi,1034,17 mins,1034
31,33,18.6 mi,2479,41 mins,2479
31,34,8.5 mi,1283,21 mins,1283
31,35,19.3 mi,2691,45 mins,2691
31,36,6.4 mi,1128,19 mins,1128
31,37,15.6 mi,1555,26 mins,1555
31,38,18.8 mi,2642,44 mins,2642
31,39,22.1 mi,2755,46 mins,2755
31,40,23.3 mi,2541,42 mins,2541
31,41,29.1 mi,2684,45 mins,2684
31,42,19.1 mi,2036,34 mins,2036
31,43,28.4 mi,2646,44 mins,2646
31,44,13.1 mi,1910,32 mins,1910
31,45,19.4 mi,2645,44 mins,2645
31,46,8.1 mi,1202,20 mins,1202
31,47,9.0 mi,1141,19 mins,1141
31,48,1.6 mi,521,9 mins,521
31,49,10.4 mi,1610,27 mins,1610
31,50,10.1 mi,1506,25 mins,1506
31,51,12.4 mi,1986,33 mins,1986
31,52,8.7 mi,1387,23 mins,1387
31,53,15.4 mi,2042,34 mins,2042
31,54,21.6 mi,2586,43 mins,2586
31,55,4.2 mi,669,11 mins,669
31,56,8.6 mi,1224,20 mins,1224
31,57,12.6 mi,1577,26 mins,1577
31,58,11.1 mi,1374,23 mins,1374
31,59,45.3 mi,3540,59 mins,3540
31,60,30.0 mi,3357,56 mins,3357
31,61,31.4 mi,3183,53 mins,3183
31,62,15.6 mi,1808,30 mins,1808
31,63,18.3 mi,2514,42 mins,2514
31,64,10.1 mi,1546,26 mins,1546
31,65,4.4 mi,938,16 mins,938
31,66,8.4 mi,1349,22 mins,1349
31,67,6.8 mi,993,17 mins,993
31,68,19.2 mi,2321,39 mins,2321
31,69,4.2 mi,669,11 mins,669
31,70,13.8 mi,2148,36 mins,2148
31,71,23.9 mi,2889,48 mins,2889
31,72,15.8 mi,1940,32 mins,1940
31,73,6.0 mi,881,15 mins,881
31,74,22.3 mi,2559,43 mins,2559
31,75,8.6 mi,1314,22 mins,1314
31,76,19.8 mi,2596,43 mins,2596
31,77,19.7 mi,2856,48 mins,2856
31,78,12.0 mi,1449,24 mins,1449
31,79,6.4 mi,1510,25 mins,1510
31,80,18.5 mi,2615,44 mins,2615
31,81,9.9 mi,1506,25 mins,1506
31,82,21.6 mi,2586,43 mins,2586
31,83,5.7 mi,909,15 mins,909
31,84,20.0 mi,2864,48 mins,2864
31,85,9.2 mi,1503,25 mins,1503
31,86,27.7 mi,3149,52 mins,3149
31,87,22.8 mi,2966,49 mins,2966
31,88,16.9 mi,2482,41 mins,2482
31,89,32.6 mi,2869,48 mins,2869
31,90,11.4 mi,1481,25 mins,1481
31,91,4.7 mi,1017,17 mins,1017
31,92,24.4 mi,3218,54 mins,3218
31,93,17.3 mi,2091,35 mins,2091
31,94,15.2 mi,1822,30 mins,1822
31,95,13.8 mi,1789,30 mins,1789
31,96,6.6 mi,1111,19 mins,1111
31,97,7.6 mi,1175,20 mins,1175
31,98,30.8 mi,2711,45 mins,2711
31,99,10.1 mi,1582,26 mins,1582
31,100,24.6 mi,3190,53 mins,3190
31,101,12.8 mi,1826,30 mins,1826
31,102,18.4 mi,2461,41 mins,2461
31,103,1.4 mi,587,10 mins,587
31,104,30.3 mi,3553,59 mins,3553
31,105,18.5 mi,2471,41 mins,2471
31,106,12.9 mi,1794,30 mins,1794
31,107,6.8 mi,890,15 mins,890
31,108,16.9 mi,2027,34 mins,2027
31,109,23.0 mi,2783,46 mins,2783
31,110,14.0 mi,2182,36 mins,2182
32,1,10.7 mi,1923,32 mins,1923
32,2,7.8 mi,1356,23 mins,1356
32,3,5.2 mi,1098,18 mins,1098
32,4,15.3 mi,1941,32 mins,1941
32,5,12.9 mi,1965,33 mins,1965
32,6,3.7 mi,1338,22 mins,1338
32,7,8.1 mi,1472,25 mins,1472
32,8,6.5 mi,1344,22 mins,1344
32,9,13.6 mi,1800,30 mins,1800
32,10,7.3 mi,1601,27 mins,1601
32,11,42.2 mi,3686,1 hour 1 min,3686
32,12,1.6 mi,756,13 mins,756
32,13,5.8 mi,1322,22 mins,1322
32,14,7.4 mi,2153,36 mins,2153
32,15,10.2 mi,1950,33 mins,1950
32,16,3.0 mi,949,16 mins,949
32,17,15.6 mi,1842,31 mins,1842
32,18,8.3 mi,1213,20 mins,1213
32,19,0.9 mi,513,9 mins,513
32,20,12.0 mi,1757,29 mins,1757
32,21,15.6 mi,2080,35 mins,2080
32,22,17.6 mi,2231,37 mins,2231
32,23,0.4 mi,242,4 mins,242
32,24,12.9 mi,2131,36 mins,2131
32,25,7.1 mi,1438,24 mins,1438
32,26,5.8 mi,983,16 mins,983
32,27,8.0 mi,1732,29 mins,1732
32,28,12.7 mi,1799,30 mins,1799
32,29,15.3 mi,1913,32 mins,1913
32,30,4.1 mi,1346,22 mins,1346
32,31,13.0 mi,2019,34 mins,2019
32,32,10.9 mi,2005,33 mins,2005
32,33,3.0 mi,976,16 mins,976
32,34,9.4 mi,1467,24 mins,1467
32,35,3.7 mi,1187,20 mins,1187
32,36,12.0 mi,1756,29 mins,1756
32,37,33.1 mi,3180,53 mins,3180
32,38,3.6 mi,1322,22 mins,1322
32,39,5.2 mi,1140,19 mins,1140
32,40,20.8 mi,2526,42 mins,2526
32,41,30.5 mi,2938,49 mins,2938
32,42,17.4 mi,2186,36 mins,2186
32,43,29.8 mi,2900,48 mins,2900
32,44,4.7 mi,1536,26 mins,1536
32,45,1.9 mi,853,14 mins,853
32,46,11.6 mi,2228,37 mins,2228
32,47,10.4 mi,1979,33 mins,1979
32,48,17.7 mi,2323,39 mins,2323
32,49,8.7 mi,1646,27 mins,1646
32,50,10.7 mi,1400,23 mins,1400
32,51,7.6 mi,1435,24 mins,1435
32,52,9.2 mi,1394,23 mins,1394
32,53,5.2 mi,972,16 mins,972
32,54,4.6 mi,971,16 mins,971
32,55,14.4 mi,1919,32 mins,1919
32,56,23.6 mi,2655,44 mins,2655
32,57,8.0 mi,1312,22 mins,1312
32,58,8.0 mi,1879,31 mins,1879
32,59,47.2 mi,3757,1 hour 3 mins,3757
32,60,23.5 mi,2640,44 mins,2640
32,61,17.6 mi,2007,33 mins,2007
32,62,7.1 mi,1263,21 mins,1263
32,63,2.0 mi,785,13 mins,785
32,64,11.4 mi,1677,28 mins,1677
32,65,19.3 mi,2456,41 mins,2456
32,66,16.6 mi,2152,36 mins,2152
32,67,13.0 mi,2212,37 mins,2212
32,68,13.4 mi,2134,36 mins,2134
32,69,14.4 mi,1919,32 mins,1919
32,70,3.8 mi,1440,24 mins,1440
32,71,4.1 mi,1389,23 mins,1389
32,72,11.0 mi,1678,28 mins,1678
32,73,12.9 mi,1626,27 mins,1626
32,74,8.0 mi,1898,32 mins,1898
32,75,9.2 mi,1408,23 mins,1408
32,76,2.5 mi,1025,17 mins,1025
32,77,4.0 mi,1342,22 mins,1342
32,78,8.5 mi,1230,21 mins,1230
32,79,21.5 mi,2466,41 mins,2466
32,80,4.2 mi,1494,25 mins,1494
32,81,11.5 mi,1610,27 mins,1610
32,82,4.6 mi,971,16 mins,971
32,83,14.0 mi,1941,32 mins,1941
32,84,4.3 mi,1360,23 mins,1360
32,85,7.9 mi,1192,20 mins,1192
32,86,10.8 mi,1535,26 mins,1535
32,87,5.8 mi,1351,23 mins,1351
32,88,7.6 mi,1692,28 mins,1692
32,89,33.8 mi,3090,52 mins,3090
32,90,9.2 mi,1357,23 mins,1357
32,91,14.3 mi,1955,33 mins,1955
32,92,7.4 mi,1603,27 mins,1603
32,93,11.0 mi,1591,27 mins,1591
32,94,15.7 mi,2186,36 mins,2186
32,95,4.7 mi,991,17 mins,991
32,96,12.1 mi,1704,28 mins,1704
32,97,11.6 mi,1962,33 mins,1962
32,98,32.2 mi,2966,49 mins,2966
32,99,12.1 mi,1760,29 mins,1760
32,100,7.6 mi,1575,26 mins,1575
32,101,4.9 mi,1097,18 mins,1097
32,102,3.3 mi,1231,21 mins,1231
32,103,16.1 mi,2285,38 mins,2285
32,104,23.9 mi,2864,48 mins,2864
32,105,2.8 mi,967,16 mins,967
32,106,15.1 mi,2040,34 mins,2040
32,107,12.9 mi,2039,34 mins,2039
32,108,3.7 mi,761,13 mins,761
32,109,6.1 mi,1168,19 mins,1168
32,110,3.6 mi,1335,22 mins,1335
33,1,12.0 mi,2298,38 mins,2298
33,2,5.3 mi,1214,20 mins,1214
33,3,4.8 mi,1380,23 mins,1380
33,4,16.3 mi,2022,34 mins,2022
33,5,14.4 mi,2044,34 mins,2044
33,6,4.4 mi,1561,26 mins,1561
33,7,5.6 mi,1330,22 mins,1330
33,8,7.8 mi,1719,29 mins,1719
33,9,13.9 mi,1846,31 mins,1846
33,10,6.9 mi,1883,31 mins,1883
33,11,41.5 mi,3640,1 hour 1 min,3640
33,12,0.7 mi,266,4 mins,266
33,13,4.1 mi,1275,21 mins,1275
33,14,6.1 mi,1697,28 mins,1697
33,15,11.5 mi,2325,39 mins,2325
33,16,3.5 mi,1137,19 mins,1137
33,17,13.1 mi,1700,28 mins,1700
33,18,9.6 mi,1589,26 mins,1589
33,19,1.6 mi,537,9 mins,537
33,20,9.5 mi,1615,27 mins,1615
33,21,16.3 mi,2206,37 mins,2206
33,22,15.1 mi,2090,35 mins,2090
33,23,2.4 mi,923,15 mins,923
33,24,13.7 mi,2257,38 mins,2257
33,25,3.6 mi,1360,23 mins,1360
33,26,3.3 mi,841,14 mins,841
33,27,5.5 mi,1590,27 mins,1590
33,28,12.0 mi,1753,29 mins,1753
33,29,16.0 mi,2039,34 mins,2039
33,30,2.8 mi,890,15 mins,890
33,31,8.1 mi,1867,31 mins,1867
33,32,12.1 mi,2381,40 mins,2381
33,33,1.7 mi,520,9 mins,520
33,34,10.7 mi,1843,31 mins,1843
33,35,2.4 mi,731,12 mins,731
33,36,12.7 mi,1883,31 mins,1883
33,37,32.5 mi,3134,52 mins,3134
33,38,2.2 mi,800,13 mins,800
33,39,3.6 mi,1167,19 mins,1167
33,40,18.3 mi,2384,40 mins,2384
33,41,28.0 mi,2796,47 mins,2796
33,42,14.9 mi,2044,34 mins,2044
33,43,27.3 mi,2758,46 mins,2758
33,44,5.6 mi,1827,30 mins,1827
33,45,1.7 mi,737,12 mins,737
33,46,13.7 mi,2513,42 mins,2513
33,47,11.6 mi,2355,39 mins,2355
33,48,17.0 mi,2277,38 mins,2277
33,49,6.2 mi,1504,25 mins,1504
33,50,8.2 mi,1258,21 mins,1258
33,51,5.1 mi,1294,22 mins,1294
33,52,10.5 mi,1770,30 mins,1770
33,53,2.7 mi,830,14 mins,830
33,54,3.8 mi,1209,20 mins,1209
33,55,15.1 mi,2046,34 mins,2046
33,56,22.6 mi,2545,42 mins,2545
33,57,5.5 mi,1170,20 mins,1170
33,58,9.1 mi,2087,35 mins,2087
33,59,44.7 mi,3615,1 hour 0 mins,3615
33,60,14.8 mi,2976,50 mins,2976
33,61,6.5 mi,1943,32 mins,1943
33,62,4.6 mi,1121,19 mins,1121
33,63,0.7 mi,315,5 mins,315
33,64,8.9 mi,1536,26 mins,1536
33,65,18.6 mi,2410,40 mins,2410
33,66,15.9 mi,2106,35 mins,2106
33,67,13.8 mi,2339,39 mins,2339
33,68,8.5 mi,1974,33 mins,1974
33,69,15.1 mi,2046,34 mins,2046
33,70,4.6 mi,1648,27 mins,1648
33,71,2.8 mi,933,16 mins,933
33,72,8.5 mi,1537,26 mins,1537
33,73,13.7 mi,1752,29 mins,1752
33,74,3.7 mi,1424,24 mins,1424
33,75,10.5 mi,1784,30 mins,1784
33,76,2.1 mi,896,15 mins,896
33,77,2.7 mi,886,15 mins,886
33,78,6.0 mi,1088,18 mins,1088
33,79,20.8 mi,2419,40 mins,2419
33,80,1.9 mi,768,13 mins,768
33,81,9.0 mi,1468,24 mins,1468
33,82,3.8 mi,1209,20 mins,1209
33,83,14.3 mi,1987,33 mins,1987
33,84,3.0 mi,904,15 mins,904
33,85,9.2 mi,1568,26 mins,1568
33,86,14.0 mi,1987,33 mins,1987
33,87,4.3 mi,1318,22 mins,1318
33,88,3.4 mi,1386,23 mins,1386
33,89,31.3 mi,2949,49 mins,2949
33,90,6.7 mi,1215,20 mins,1215
33,91,15.0 mi,2082,35 mins,2082
33,92,7.0 mi,1885,31 mins,1885
33,93,8.5 mi,1449,24 mins,1449
33,94,13.2 mi,2044,34 mins,2044
33,95,4.0 mi,1308,22 mins,1308
33,96,12.1 mi,1822,30 mins,1822
33,97,13.0 mi,2159,36 mins,2159
33,98,29.7 mi,2824,47 mins,2824
33,99,9.6 mi,1619,27 mins,1619
33,100,6.7 mi,1910,32 mins,1910
33,101,6.2 mi,1472,25 mins,1472
33,102,1.7 mi,620,10 mins,620
33,103,17.0 mi,2332,39 mins,2332
33,104,15.2 mi,3172,53 mins,3172
33,105,1.5 mi,511,9 mins,511
33,106,12.6 mi,1898,32 mins,1898
33,107,13.7 mi,2165,36 mins,2165
33,108,0.7 mi,274,5 mins,274
33,109,9.2 mi,1620,27 mins,1620
33,110,4.4 mi,1529,25 mins,1529
34,1,10.8 mi,1931,32 mins,1931
34,2,6.4 mi,1409,23 mins,1409
34,3,5.6 mi,1300,22 mins,1300
34,4,15.3 mi,1949,32 mins,1949
34,5,12.9 mi,1973,33 mins,1973
34,6,3.8 mi,1346,22 mins,1346
34,7,6.8 mi,1526,25 mins,1526
34,8,6.5 mi,1352,23 mins,1352
34,9,13.6 mi,1808,30 mins,1808
34,10,7.7 mi,1802,30 mins,1802
34,11,42.2 mi,3695,1 hour 2 mins,3695
34,12,1.2 mi,603,10 mins,603
34,13,4.4 mi,1552,26 mins,1552
34,14,6.8 mi,2060,34 mins,2060
34,15,10.3 mi,1958,33 mins,1958
34,16,3.1 mi,957,16 mins,957
34,17,14.3 mi,1895,32 mins,1895
34,18,8.4 mi,1221,20 mins,1221
34,19,0.8 mi,501,8 mins,501
34,20,10.6 mi,1810,30 mins,1810
34,21,15.6 mi,2088,35 mins,2088
34,22,16.3 mi,2285,38 mins,2285
34,23,0.7 mi,462,8 mins,462
34,24,13.0 mi,2139,36 mins,2139
34,25,5.8 mi,1492,25 mins,1492
34,26,4.5 mi,1037,17 mins,1037
34,27,6.7 mi,1786,30 mins,1786
34,28,12.7 mi,1807,30 mins,1807
34,29,15.3 mi,1921,32 mins,1921
34,30,3.5 mi,1253,21 mins,1253
34,31,11.7 mi,2073,35 mins,2073
34,32,10.9 mi,2013,34 mins,2013
34,33,2.7 mi,932,16 mins,932
34,34,9.5 mi,1475,25 mins,1475
34,35,3.0 mi,1094,18 mins,1094
34,36,12.0 mi,1764,29 mins,1764
34,37,33.2 mi,3188,53 mins,3188
34,38,3.4 mi,1278,21 mins,1278
34,39,5.5 mi,1342,22 mins,1342
34,40,19.4 mi,2579,43 mins,2579
34,41,29.2 mi,2991,50 mins,2991
34,42,16.0 mi,2239,37 mins,2239
34,43,28.5 mi,2953,49 mins,2953
34,44,4.7 mi,1544,26 mins,1544
34,45,1.4 mi,784,13 mins,784
34,46,11.7 mi,2236,37 mins,2236
34,47,10.4 mi,1988,33 mins,1988
34,48,17.7 mi,2331,39 mins,2331
34,49,7.4 mi,1699,28 mins,1699
34,50,9.3 mi,1453,24 mins,1453
34,51,6.3 mi,1489,25 mins,1489
34,52,9.3 mi,1402,23 mins,1402
34,53,3.8 mi,1025,17 mins,1025
34,54,5.0 mi,1173,20 mins,1173
34,55,14.4 mi,1928,32 mins,1928
34,56,23.7 mi,2663,44 mins,2663
34,57,6.7 mi,1365,23 mins,1365
34,58,8.0 mi,1887,31 mins,1887
34,59,45.9 mi,3810,1 hour 4 mins,3810
34,60,23.9 mi,2842,47 mins,2842
34,61,7.2 mi,2310,39 mins,2310
34,62,5.8 mi,1317,22 mins,1317
34,63,1.8 mi,740,12 mins,740
34,64,10.0 mi,1731,29 mins,1731
34,65,19.3 mi,2464,41 mins,2464
34,66,16.6 mi,2160,36 mins,2160
34,67,13.1 mi,2220,37 mins,2220
34,68,12.1 mi,2187,36 mins,2187
34,69,14.4 mi,1928,32 mins,1928
34,70,3.9 mi,1449,24 mins,1449
34,71,3.7 mi,1277,21 mins,1277
34,72,9.6 mi,1732,29 mins,1732
34,73,13.0 mi,1634,27 mins,1634
34,74,4.8 mi,1982,33 mins,1982
34,75,9.3 mi,1416,24 mins,1416
34,76,2.0 mi,957,16 mins,957
34,77,3.8 mi,1297,22 mins,1297
34,78,7.1 mi,1284,21 mins,1284
34,79,21.5 mi,2474,41 mins,2474
34,80,3.0 mi,1326,22 mins,1326
34,81,10.2 mi,1663,28 mins,1663
34,82,5.0 mi,1173,20 mins,1173
34,83,14.0 mi,1949,32 mins,1949
34,84,3.7 mi,1267,21 mins,1267
34,85,8.0 mi,1200,20 mins,1200
34,86,11.1 mi,1736,29 mins,1736
34,87,4.6 mi,1595,27 mins,1595
34,88,6.3 mi,1746,29 mins,1746
34,89,32.5 mi,3144,52 mins,3144
34,90,7.9 mi,1410,24 mins,1410
34,91,14.3 mi,1963,33 mins,1963
34,92,7.8 mi,1804,30 mins,1804
34,93,9.7 mi,1644,27 mins,1644
34,94,14.3 mi,2239,37 mins,2239
34,95,4.7 mi,999,17 mins,999
34,96,12.2 mi,1712,29 mins,1712
34,97,11.7 mi,1970,33 mins,1970
34,98,30.8 mi,3019,50 mins,3019
34,99,10.8 mi,1814,30 mins,1814
34,100,8.0 mi,1776,30 mins,1776
34,101,5.0 mi,1105,18 mins,1105
34,102,2.9 mi,1178,20 mins,1178
34,103,16.1 mi,2293,38 mins,2293
34,104,24.3 mi,3066,51 mins,3066
34,105,2.6 mi,923,15 mins,923
34,106,13.8 mi,2093,35 mins,2093
34,107,13.0 mi,2047,34 mins,2047
34,108,1.9 mi,838,14 mins,838
34,109,6.4 mi,1369,23 mins,1369
34,110,3.4 mi,1340,22 mins,1340
35,1,10.3 mi,1640,27 mins,1640
35,2,0.9 mi,369,6 mins,369
35,3,11.6 mi,1709,28 mins,1709
35,4,12.1 mi,1372,23 mins,1372
35,5,10.2 mi,1394,23 mins,1394
35,6,6.3 mi,1501,25 mins,1501
35,7,1.1 mi,456,8 mins,456
35,8,5.3 mi,1217,20 mins,1217
35,9,9.6 mi,1196,20 mins,1196
35,10,13.6 mi,2212,37 mins,2212
35,11,37.3 mi,2990,50 mins,2990
35,12,4.9 mi,1006,17 mins,1006
35,13,12.1 mi,1933,32 mins,1933
35,14,19.7 mi,2260,38 mins,2260
35,15,5.9 mi,1831,31 mins,1831
35,16,5.2 mi,933,16 mins,933
35,17,9.2 mi,987,16 mins,987
35,18,6.6 mi,1056,18 mins,1056
35,19,5.4 mi,747,12 mins,747
35,20,2.3 mi,836,14 mins,836
35,21,12.1 mi,1556,26 mins,1556
35,22,11.2 mi,1377,23 mins,1377
35,23,7.1 mi,1080,18 mins,1080
35,24,9.5 mi,1607,27 mins,1607
35,25,2.6 mi,728,12 mins,728
35,26,1.9 mi,606,10 mins,606
35,27,3.3 mi,953,16 mins,953
35,28,7.8 mi,1103,18 mins,1103
35,29,11.8 mi,1389,23 mins,1389
35,30,7.3 mi,1643,27 mins,1643
35,31,6.6 mi,1164,19 mins,1164
35,32,10.4 mi,1723,29 mins,1723
35,33,6.1 mi,1273,21 mins,1273
35,34,9.0 mi,1184,20 mins,1184
35,35,6.8 mi,1484,25 mins,1484
