Site, Member, Distance, Distance_Value, Duration, Duration_value
48,12,9.4 mi,1479,25 mins,1479
48,13,16.5 mi,2407,40 mins,2407
48,14,20.6 mi,2397,40 mins,2397
48,15,7.3 mi,1593,27 mins,1593
48,16,9.6 mi,1406,23 mins,1406
48,17,10.5 mi,1239,21 mins,1239
48,18,5.9 mi,1094,18 mins,1094
48,19,9.8 mi,1220,20 mins,1220
48,20,1.5 mi,519,9 mins,519
48,21,8.6 mi,1374,23 mins,1374
48,22,12.1 mi,1514,25 mins,1514
48,23,11.6 mi,1553,26 mins,1553
48,24,6.0 mi,1424,24 mins,1424
48,25,8.4 mi,1495,25 mins,1495
48,26,4.2 mi,1114,19 mins,1114
48,27,6.9 mi,1674,28 mins,1674
48,28,4.3 mi,920,15 mins,920
48,29,8.3 mi,1207,20 mins,1207
48,30,11.7 mi,2116,35 mins,2116
48,31,12.1 mi,1565,26 mins,1565
48,32,7.0 mi,1540,26 mins,1540
48,33,10.6 mi,1746,29 mins,1746
48,34,5.5 mi,1002,17 mins,1002
48,35,11.2 mi,1957,33 mins,1957
48,36,5.0 mi,1050,18 mins,1050
48,37,24.8 mi,2301,38 mins,2301
48,38,10.8 mi,1908,32 mins,1908
48,39,15.9 mi,2224,37 mins,2224
48,40,15.2 mi,1808,30 mins,1808
48,41,26.4 mi,2356,39 mins,2356
48,42,12.1 mi,1449,24 mins,1449
48,43,25.7 mi,2318,39 mins,2318
48,44,10.3 mi,1757,29 mins,1757
48,45,11.3 mi,1912,32 mins,1912
48,46,6.0 mi,1680,28 mins,1680
48,47,7.2 mi,1553,26 mins,1553
48,48,9.3 mi,1444,24 mins,1444
48,49,1.8 mi,683,11 mins,683
48,50,1.5 mi,676,11 mins,676
48,51,2.5 mi,784,13 mins,784
48,52,5.8 mi,1106,18 mins,1106
48,53,7.3 mi,1309,22 mins,1309
48,54,15.4 mi,2056,34 mins,2056
48,55,7.4 mi,1213,20 mins,1213
48,56,15.3 mi,1776,30 mins,1776
48,57,4.5 mi,844,14 mins,844
48,58,5.5 mi,1670,28 mins,1670
48,59,42.1 mi,3154,53 mins,3154
48,60,21.9 mi,2623,44 mins,2623
48,61,23.4 mi,2450,41 mins,2450
48,62,2.8 mi,888,15 mins,888
48,63,10.3 mi,1780,30 mins,1780
48,64,1.6 mi,603,10 mins,603
48,65,10.9 mi,1577,26 mins,1577
48,66,8.2 mi,1273,21 mins,1273
48,67,6.0 mi,1506,25 mins,1506
48,68,11.1 mi,1588,26 mins,1588
48,69,7.4 mi,1213,20 mins,1213
48,70,10.9 mi,1976,33 mins,1976
48,71,15.9 mi,2156,36 mins,2156
48,72,7.7 mi,1206,20 mins,1206
48,73,5.9 mi,920,15 mins,920
48,74,14.2 mi,1826,30 mins,1826
48,75,5.6 mi,1033,17 mins,1033
48,76,13.6 mi,2074,35 mins,2074
48,77,11.6 mi,2123,35 mins,2123
48,78,3.9 mi,716,12 mins,716
48,79,13.1 mi,1587,26 mins,1587
48,80,10.4 mi,1882,31 mins,1882
48,81,0.4 mi,193,3 mins,193
48,82,15.4 mi,2056,34 mins,2056
48,83,6.5 mi,1154,19 mins,1154
48,84,11.9 mi,2131,36 mins,2131
48,85,6.3 mi,1222,20 mins,1222
48,86,21.5 mi,2619,44 mins,2619
48,87,16.6 mi,2435,41 mins,2435
48,88,8.9 mi,1749,29 mins,1749
48,89,28.7 mi,2488,41 mins,2488
48,90,3.3 mi,747,12 mins,747
48,91,7.3 mi,1249,21 mins,1249
48,92,18.2 mi,2687,45 mins,2687
48,93,9.2 mi,1357,23 mins,1357
48,94,7.8 mi,1403,23 mins,1403
48,95,10.8 mi,1509,25 mins,1509
48,96,4.4 mi,990,17 mins,990
48,97,5.2 mi,1327,22 mins,1327
48,98,28.1 mi,2384,40 mins,2384
48,99,0.9 mi,333,6 mins,333
48,100,18.4 mi,2659,44 mins,2659
48,101,9.8 mi,1545,26 mins,1545
48,102,10.3 mi,1728,29 mins,1728
48,103,9.3 mi,1500,25 mins,1500
48,104,22.3 mi,2819,47 mins,2819
48,105,10.4 mi,1737,29 mins,1737
48,106,7.3 mi,1258,21 mins,1258
48,107,5.9 mi,1333,22 mins,1333
48,108,8.9 mi,1294,22 mins,1294
48,109,16.8 mi,2252,38 mins,2252
48,110,10.7 mi,1942,32 mins,1942
49,1,2.1 mi,799,13 mins,799
49,2,5.6 mi,1245,21 mins,1245
49,3,14.6 mi,1943,32 mins,1943
49,4,6.6 mi,974,16 mins,974
49,5,4.2 mi,998,17 mins,998
49,6,5.8 mi,1353,23 mins,1353
49,7,6.0 mi,1368,23 mins,1368
49,8,5.4 mi,1187,20 mins,1187
49,9,4.9 mi,833,14 mins,833
49,10,16.7 mi,2446,41 mins,2446
49,11,33.5 mi,2720,45 mins,2720
49,12,9.9 mi,1495,25 mins,1495
49,13,15.1 mi,2168,36 mins,2168
49,14,24.5 mi,2672,45 mins,2672
49,15,2.6 mi,935,16 mins,935
49,16,6.6 mi,932,16 mins,932
49,17,14.3 mi,1514,25 mins,1514
49,18,1.3 mi,495,8 mins,495
49,19,9.1 mi,1215,20 mins,1215
49,20,5.9 mi,1124,19 mins,1124
49,21,6.9 mi,1113,19 mins,1113
49,22,15.9 mi,1788,30 mins,1788
49,23,10.1 mi,1384,23 mins,1384
49,24,2.5 mi,995,17 mins,995
49,25,12.2 mi,1769,29 mins,1769
49,26,6.2 mi,1403,23 mins,1403
49,27,10.8 mi,1949,32 mins,1949
49,28,4.0 mi,832,14 mins,832
49,29,6.6 mi,946,16 mins,946
49,30,12.7 mi,2390,40 mins,2390
49,31,15.9 mi,1839,31 mins,1839
49,32,2.2 mi,882,15 mins,882
49,33,11.9 mi,2032,34 mins,2032
49,34,0.8 mi,316,5 mins,316
49,35,12.3 mi,2231,37 mins,2231
49,36,3.3 mi,789,13 mins,789
49,37,24.4 mi,2213,37 mins,2213
49,38,14.6 mi,2183,36 mins,2183
49,39,14.5 mi,1985,33 mins,1985
49,40,19.1 mi,2082,35 mins,2082
49,41,29.1 mi,2523,42 mins,2523
49,42,16.0 mi,1723,29 mins,1723
49,43,28.4 mi,2485,41 mins,2485
49,44,5.7 mi,1268,21 mins,1268
49,45,10.8 mi,1909,32 mins,1909
49,46,2.3 mi,1018,17 mins,1018
49,47,2.5 mi,895,15 mins,895
49,48,9.0 mi,1356,23 mins,1356
49,49,6.1 mi,1151,19 mins,1151
49,50,5.9 mi,1047,17 mins,1047
49,51,4.8 mi,1216,20 mins,1216
49,52,0.9 mi,384,6 mins,384
49,53,11.1 mi,1583,26 mins,1583
49,54,14.0 mi,1817,30 mins,1817
49,55,5.7 mi,953,16 mins,953
49,56,15.0 mi,1688,28 mins,1688
49,57,8.3 mi,1118,19 mins,1118
49,58,3.9 mi,1300,22 mins,1300
49,59,45.3 mi,3379,56 mins,3379
49,60,25.7 mi,2898,48 mins,2898
49,61,27.2 mi,2724,45 mins,2724
49,62,5.5 mi,1069,18 mins,1069
49,63,11.0 mi,1841,31 mins,1841
49,64,5.9 mi,1087,18 mins,1087
49,65,10.6 mi,1489,25 mins,1489
49,66,7.9 mi,1185,20 mins,1185
49,67,3.0 mi,1138,19 mins,1138
49,68,15.0 mi,1862,31 mins,1862
49,69,5.7 mi,953,16 mins,953
49,70,6.3 mi,1487,25 mins,1487
49,71,13.0 mi,2446,41 mins,2446
49,72,11.6 mi,1481,25 mins,1481
49,73,4.2 mi,659,11 mins,659
49,74,18.0 mi,2100,35 mins,2100
49,75,0.9 mi,380,6 mins,380
49,76,12.2 mi,1826,30 mins,1826
49,77,12.9 mi,2398,40 mins,2398
49,78,7.7 mi,990,17 mins,990
49,79,12.8 mi,1499,25 mins,1499
49,80,9.8 mi,2226,37 mins,2226
49,81,5.6 mi,1047,17 mins,1047
49,82,14.0 mi,1817,30 mins,1817
49,83,5.3 mi,974,16 mins,974
49,84,12.9 mi,2404,40 mins,2404
49,85,1.7 mi,624,10 mins,624
49,86,20.2 mi,2380,40 mins,2380
49,87,15.2 mi,2196,37 mins,2196
49,88,12.7 mi,2023,34 mins,2023
49,89,32.5 mi,2708,45 mins,2708
49,90,7.1 mi,1022,17 mins,1022
49,91,5.6 mi,988,16 mins,988
49,92,16.8 mi,2448,41 mins,2448
49,93,11.2 mi,1669,28 mins,1669
49,94,11.7 mi,1678,28 mins,1678
49,95,6.2 mi,1020,17 mins,1020
49,96,1.6 mi,571,10 mins,571
49,97,2.2 mi,824,14 mins,824
49,98,30.7 mi,2551,43 mins,2551
49,99,5.8 mi,1123,19 mins,1123
49,100,17.0 mi,2420,40 mins,2420
49,101,5.2 mi,1056,18 mins,1056
49,102,14.1 mi,2003,33 mins,2003
49,103,7.4 mi,1318,22 mins,1318
49,104,26.1 mi,3094,52 mins,3094
49,105,11.7 mi,2023,34 mins,2023
49,106,11.1 mi,1532,26 mins,1532
49,107,4.2 mi,1072,18 mins,1072
49,108,10.4 mi,1585,26 mins,1585
49,109,15.4 mi,2013,34 mins,2013
49,110,7.2 mi,1573,26 mins,1573
50,1,20.8 mi,2977,50 mins,2977
50,2,8.9 mi,2384,40 mins,2384
50,3,3.9 mi,1441,24 mins,1441
50,4,22.6 mi,2710,45 mins,2710
50,5,20.7 mi,2731,46 mins,2731
50,6,7.9 mi,2541,42 mins,2541
50,7,9.3 mi,2500,42 mins,2500
50,8,13.3 mi,2586,43 mins,2586
50,9,20.2 mi,2534,42 mins,2534
50,10,5.3 mi,1659,28 mins,1659
50,11,45.0 mi,3993,1 hour 7 mins,3993
50,12,4.6 mi,1446,24 mins,1446
50,13,2.8 mi,909,15 mins,909
50,14,1.8 mi,599,10 mins,599
50,15,14.2 mi,3126,52 mins,3126
50,16,6.7 mi,2150,36 mins,2150
50,17,12.6 mi,1906,32 mins,1906
50,18,15.1 mi,2455,41 mins,2455
50,19,5.2 mi,1661,28 mins,1661
50,20,15.7 mi,2302,38 mins,2302
50,21,22.1 mi,2838,47 mins,2838
50,22,9.5 mi,1845,31 mins,1845
50,23,5.2 mi,1727,29 mins,1727
50,24,20.0 mi,2944,49 mins,2944
50,25,4.6 mi,1687,28 mins,1687
50,26,7.0 mi,2011,34 mins,2011
50,27,5.1 mi,1559,26 mins,1559
50,28,18.3 mi,2440,41 mins,2440
50,29,22.3 mi,2727,45 mins,2727
50,30,1.4 mi,468,8 mins,468
50,31,6.5 mi,1441,24 mins,1441
50,32,26.3 mi,2977,50 mins,2977
50,33,2.6 mi,789,13 mins,789
50,34,19.5 mi,2522,42 mins,2522
50,35,2.4 mi,736,12 mins,736
50,36,19.0 mi,2570,43 mins,2570
50,37,31.2 mi,3214,54 mins,3214
50,38,2.6 mi,902,15 mins,902
50,39,2.6 mi,963,16 mins,963
50,40,11.1 mi,1886,31 mins,1886
50,41,21.0 mi,2460,41 mins,2460
50,42,11.4 mi,1802,30 mins,1802
50,43,20.3 mi,2422,40 mins,2422
50,44,11.3 mi,2679,45 mins,2679
50,45,3.9 mi,1245,21 mins,1245
50,46,20.0 mi,3200,53 mins,3200
50,47,21.2 mi,3073,51 mins,3073
50,48,23.3 mi,2964,49 mins,2964
50,49,15.8 mi,2303,38 mins,2303
50,50,14.5 mi,2032,34 mins,2032
50,51,8.7 mi,2463,41 mins,2463
50,52,19.8 mi,2626,44 mins,2626
50,53,4.7 mi,1688,28 mins,1688
50,54,2.9 mi,1149,19 mins,1149
50,55,21.5 mi,2625,44 mins,2625
50,56,22.7 mi,2696,45 mins,2696
50,57,14.0 mi,2121,35 mins,2121
50,58,12.7 mi,2999,50 mins,2999
50,59,37.2 mi,3316,55 mins,3316
50,60,12.2 mi,2230,37 mins,2230
50,61,3.0 mi,905,15 mins,905
50,62,15.9 mi,2150,36 mins,2150
50,63,3.5 mi,1051,18 mins,1051
50,64,15.5 mi,2228,37 mins,2228
50,65,21.6 mi,2754,46 mins,2754
50,66,17.0 mi,2283,38 mins,2283
50,67,24.5 mi,2936,49 mins,2936
50,68,6.8 mi,1547,26 mins,1547
50,69,21.5 mi,2625,44 mins,2625
50,70,8.1 mi,2627,44 mins,2627
50,71,1.4 mi,546,9 mins,546
50,72,9.7 mi,1797,30 mins,1797
50,73,19.9 mi,2440,41 mins,2440
50,74,3.5 mi,1306,22 mins,1306
50,75,19.6 mi,2553,43 mins,2553
50,76,4.3 mi,1292,22 mins,1292
50,77,1.5 mi,595,10 mins,595
50,78,15.4 mi,2023,34 mins,2023
50,79,21.2 mi,2601,43 mins,2601
50,80,3.2 mi,1076,18 mins,1076
50,81,15.3 mi,2155,36 mins,2155
50,82,2.9 mi,1149,19 mins,1149
50,83,20.5 mi,2674,45 mins,2674
50,84,1.1 mi,427,7 mins,427
50,85,14.7 mi,2434,41 mins,2434
50,86,6.4 mi,2002,33 mins,2002
50,87,3.3 mi,1022,17 mins,1022
50,88,4.0 mi,1471,25 mins,1471
50,89,31.0 mi,2947,49 mins,2947
50,90,15.2 mi,2084,35 mins,2084
50,91,21.5 mi,2636,44 mins,2636
50,92,5.4 mi,1651,28 mins,1651
50,93,7.3 mi,1552,26 mins,1552
50,94,13.2 mi,2206,37 mins,2206
50,95,7.2 mi,2320,39 mins,2320
50,96,18.4 mi,2510,42 mins,2510
50,97,19.2 mi,2847,47 mins,2847
50,98,22.7 mi,2487,41 mins,2487
50,99,15.9 mi,2306,38 mins,2306
50,100,5.9 mi,1874,31 mins,1874
50,101,11.7 mi,2339,39 mins,2339
50,102,3.1 mi,1109,18 mins,1109
50,103,23.3 mi,3020,50 mins,3020
50,104,12.6 mi,2454,41 mins,2454
50,105,3.0 mi,931,16 mins,931
50,106,12.7 mi,2060,34 mins,2060
50,107,24.5 mi,2833,47 mins,2833
50,108,4.3 mi,1379,23 mins,1379
50,109,5.5 mi,2029,34 mins,2029
50,110,7.9 mi,2508,42 mins,2508
51,1,8.9 mi,1678,28 mins,1678
51,2,2.1 mi,750,13 mins,750
51,3,13.4 mi,1956,33 mins,1956
51,4,10.7 mi,1411,24 mins,1411
51,5,8.8 mi,1432,24 mins,1432
51,6,7.9 mi,1702,28 mins,1702
51,7,1.8 mi,685,11 mins,685
51,8,7.1 mi,1411,24 mins,1411
51,9,8.3 mi,1235,21 mins,1235
51,10,15.4 mi,2459,41 mins,2459
51,11,35.9 mi,3029,50 mins,3029
51,12,6.7 mi,1253,21 mins,1253
51,13,13.9 mi,2181,36 mins,2181
51,14,20.4 mi,2426,40 mins,2426
51,15,9.4 mi,1814,30 mins,1814
51,16,7.0 mi,1180,20 mins,1180
51,17,10.2 mi,1268,21 mins,1268
51,18,8.4 mi,1249,21 mins,1249
51,19,7.1 mi,994,17 mins,994
51,20,3.8 mi,1003,17 mins,1003
51,21,10.7 mi,1595,27 mins,1595
51,22,11.8 mi,1543,26 mins,1543
51,23,8.9 mi,1327,22 mins,1327
51,24,8.1 mi,1645,27 mins,1645
51,25,3.7 mi,1188,20 mins,1188
51,26,4.4 mi,909,15 mins,909
51,27,4.0 mi,1351,23 mins,1351
51,28,6.4 mi,1141,19 mins,1141
51,29,10.4 mi,1428,24 mins,1428
51,30,9.0 mi,1890,32 mins,1890
51,31,4.9 mi,1433,24 mins,1433
51,32,9.1 mi,1761,29 mins,1761
51,33,7.9 mi,1520,25 mins,1520
51,34,7.6 mi,1223,20 mins,1223
51,35,8.6 mi,1731,29 mins,1731
51,36,7.1 mi,1271,21 mins,1271
51,37,26.9 mi,2522,42 mins,2522
51,38,8.1 mi,1682,28 mins,1682
51,39,13.3 mi,1998,33 mins,1998
51,40,15.0 mi,1837,31 mins,1837
51,41,26.1 mi,2385,40 mins,2385
51,42,11.9 mi,1477,25 mins,1477
51,43,25.4 mi,2347,39 mins,2347
51,44,7.8 mi,1646,27 mins,1646
51,45,8.6 mi,1686,28 mins,1686
51,46,8.1 mi,1901,32 mins,1901
51,47,9.3 mi,1774,30 mins,1774
51,48,11.4 mi,1665,28 mins,1665
51,49,2.4 mi,1039,17 mins,1039
51,50,2.6 mi,646,11 mins,646
51,51,3.2 mi,1169,19 mins,1169
51,52,7.9 mi,1327,22 mins,1327
51,53,4.7 mi,1083,18 mins,1083
51,54,12.7 mi,1830,31 mins,1830
51,55,9.5 mi,1434,24 mins,1434
51,56,17.0 mi,1933,32 mins,1933
51,57,1.3 mi,519,9 mins,519
51,58,6.0 mi,1831,31 mins,1831
51,59,41.8 mi,3183,53 mins,3183
51,60,21.6 mi,2652,44 mins,2652
51,61,23.1 mi,2479,41 mins,2479
51,62,4.9 mi,849,14 mins,849
51,63,7.6 mi,1554,26 mins,1554
51,64,3.3 mi,924,15 mins,924
51,65,13.0 mi,1798,30 mins,1798
51,66,10.3 mi,1494,25 mins,1494
51,67,8.1 mi,1727,29 mins,1727
51,68,5.2 mi,1548,26 mins,1548
51,69,9.5 mi,1434,24 mins,1434
51,70,8.3 mi,1835,31 mins,1835
51,71,9.2 mi,1915,32 mins,1915
51,72,2.6 mi,917,15 mins,917
51,73,8.0 mi,1141,19 mins,1141
51,74,4.6 mi,1682,28 mins,1682
51,75,7.7 mi,1254,21 mins,1254
51,76,10.9 mi,1848,31 mins,1848
51,77,8.9 mi,1897,32 mins,1897
51,78,0.8 mi,356,6 mins,356
51,79,15.2 mi,1808,30 mins,1808
51,80,7.8 mi,1656,28 mins,1656
51,81,3.4 mi,856,14 mins,856
51,82,12.7 mi,1830,31 mins,1830
51,83,8.6 mi,1375,23 mins,1375
51,84,9.3 mi,1905,32 mins,1905
51,85,8.0 mi,1228,20 mins,1228
51,86,18.9 mi,2393,40 mins,2393
51,87,13.9 mi,2209,37 mins,2209
51,88,4.2 mi,1470,25 mins,1470
51,89,28.4 mi,2516,42 mins,2516
51,90,0.5 mi,215,4 mins,215
51,91,9.4 mi,1470,25 mins,1470
51,92,15.5 mi,2461,41 mins,2461
51,93,2.9 mi,1009,17 mins,1009
51,94,7.5 mi,1432,24 mins,1432
51,95,7.4 mi,1351,23 mins,1351
51,96,6.5 mi,1211,20 mins,1211
51,97,7.3 mi,1548,26 mins,1548
51,98,27.8 mi,2413,40 mins,2413
51,99,4.0 mi,1007,17 mins,1007
51,100,15.7 mi,2433,41 mins,2433
51,101,7.3 mi,1407,23 mins,1407
51,102,7.6 mi,1502,25 mins,1502
51,103,11.4 mi,1721,29 mins,1721
51,104,22.0 mi,2848,47 mins,2848
51,105,7.7 mi,1511,25 mins,1511
51,106,7.0 mi,1287,21 mins,1287
51,107,8.0 mi,1554,26 mins,1554
51,108,6.2 mi,1068,18 mins,1068
51,109,14.2 mi,2026,34 mins,2026
51,110,8.1 mi,1716,29 mins,1716
52,1,10.5 mi,1837,31 mins,1837
52,2,6.9 mi,1269,21 mins,1269
52,3,5.4 mi,1208,20 mins,1208
52,4,15.1 mi,1855,31 mins,1855
52,5,12.7 mi,1880,31 mins,1880
52,6,3.6 mi,1252,21 mins,1252
52,7,7.3 mi,1385,23 mins,1385
52,8,6.3 mi,1258,21 mins,1258
52,9,13.4 mi,1714,29 mins,1714
52,10,7.5 mi,1711,29 mins,1711
52,11,42.0 mi,3601,1 hour 0 mins,3601
52,12,1.5 mi,652,11 mins,652
52,13,5.9 mi,1432,24 mins,1432
52,14,7.5 mi,2263,38 mins,2263
52,15,10.0 mi,1864,31 mins,1864
52,16,2.8 mi,863,14 mins,863
52,17,14.8 mi,1755,29 mins,1755
52,18,8.1 mi,1127,19 mins,1127
52,19,0.7 mi,410,7 mins,410
52,20,11.1 mi,1669,28 mins,1669
52,21,15.4 mi,1994,33 mins,1994
52,22,16.7 mi,2144,36 mins,2144
52,23,0.5 mi,352,6 mins,352
52,24,12.8 mi,2045,34 mins,2045
52,25,6.3 mi,1351,23 mins,1351
52,26,5.0 mi,896,15 mins,896
52,27,7.1 mi,1645,27 mins,1645
52,28,12.5 mi,1713,29 mins,1713
52,29,15.1 mi,1827,30 mins,1827
52,30,4.3 mi,1456,24 mins,1456
52,31,12.2 mi,1932,32 mins,1932
52,32,10.7 mi,1920,32 mins,1920
52,33,3.2 mi,1086,18 mins,1086
52,34,9.2 mi,1381,23 mins,1381
52,35,3.8 mi,1297,22 mins,1297
52,36,11.8 mi,1671,28 mins,1671
52,37,32.9 mi,3094,52 mins,3094
52,38,4.0 mi,1427,24 mins,1427
52,39,5.3 mi,1250,21 mins,1250
52,40,19.9 mi,2438,41 mins,2438
52,41,29.6 mi,2851,48 mins,2851
52,42,16.5 mi,2098,35 mins,2098
52,43,28.9 mi,2813,47 mins,2813
52,44,4.5 mi,1450,24 mins,1450
52,45,2.0 mi,963,16 mins,963
52,46,11.4 mi,2142,36 mins,2142
52,47,10.2 mi,1894,32 mins,1894
52,48,17.5 mi,2237,37 mins,2237
52,49,7.8 mi,1559,26 mins,1559
52,50,9.8 mi,1312,22 mins,1312
52,51,6.8 mi,1348,22 mins,1348
52,52,9.0 mi,1308,22 mins,1308
52,53,4.3 mi,884,15 mins,884
52,54,4.8 mi,1081,18 mins,1081
52,55,14.2 mi,1834,31 mins,1834
52,56,23.5 mi,2569,43 mins,2569
52,57,7.2 mi,1224,20 mins,1224
52,58,7.8 mi,1793,30 mins,1793
52,59,46.4 mi,3670,1 hour 1 min,3670
52,60,23.7 mi,2750,46 mins,2750
52,61,17.8 mi,2117,35 mins,2117
52,62,6.3 mi,1176,20 mins,1176
52,63,2.2 mi,895,15 mins,895
52,64,10.5 mi,1590,27 mins,1590
52,65,19.1 mi,2370,40 mins,2370
52,66,16.4 mi,2066,34 mins,2066
52,67,12.8 mi,2127,35 mins,2127
52,68,12.5 mi,2047,34 mins,2047
52,69,14.2 mi,1834,31 mins,1834
52,70,3.7 mi,1355,23 mins,1355
52,71,4.3 mi,1500,25 mins,1500
52,72,10.1 mi,1591,27 mins,1591
52,73,12.7 mi,1540,26 mins,1540
52,74,7.2 mi,1810,30 mins,1810
52,75,9.1 mi,1322,22 mins,1322
52,76,2.7 mi,1135,19 mins,1135
52,77,4.2 mi,1452,24 mins,1452
52,78,7.6 mi,1143,19 mins,1143
52,79,21.3 mi,2380,40 mins,2380
52,80,3.7 mi,1400,23 mins,1400
52,81,10.7 mi,1522,25 mins,1522
52,82,4.8 mi,1081,18 mins,1081
52,83,13.8 mi,1855,31 mins,1855
52,84,4.5 mi,1470,25 mins,1470
52,85,7.8 mi,1106,18 mins,1106
52,86,11.0 mi,1645,27 mins,1645
52,87,6.0 mi,1461,24 mins,1461
52,88,6.8 mi,1605,27 mins,1605
52,89,33.0 mi,3003,50 mins,3003
52,90,8.4 mi,1270,21 mins,1270
52,91,14.1 mi,1870,31 mins,1870
52,92,7.6 mi,1713,29 mins,1713
52,93,10.1 mi,1503,25 mins,1503
52,94,14.8 mi,2098,35 mins,2098
52,95,4.5 mi,905,15 mins,905
52,96,12.0 mi,1619,27 mins,1619
52,97,11.5 mi,1876,31 mins,1876
52,98,31.3 mi,2878,48 mins,2878
52,99,11.3 mi,1673,28 mins,1673
52,100,7.8 mi,1685,28 mins,1685
52,101,4.7 mi,1011,17 mins,1011
52,102,3.5 mi,1246,21 mins,1246
52,103,15.9 mi,2200,37 mins,2200
52,104,24.1 mi,2974,50 mins,2974
52,105,3.0 mi,1077,18 mins,1077
52,106,14.3 mi,1953,33 mins,1953
52,107,12.7 mi,1953,33 mins,1953
52,108,2.0 mi,739,12 mins,739
52,109,6.2 mi,1278,21 mins,1278
52,110,3.5 mi,1249,21 mins,1249
53,1,42.2 mi,3250,54 mins,3250
53,2,31.9 mi,3003,50 mins,3003
53,3,26.1 mi,2502,42 mins,2502
53,4,40.5 mi,3152,53 mins,3152
53,5,40.0 mi,3192,53 mins,3192
53,6,30.1 mi,2982,50 mins,2982
53,7,32.3 mi,3119,52 mins,3119
53,8,32.0 mi,3056,51 mins,3056
53,9,39.5 mi,3007,50 mins,3007
53,10,22.8 mi,2246,37 mins,2246
53,11,65.8 mi,4770,1 hour 20 mins,4770
53,12,28.3 mi,2543,42 mins,2543
53,13,26.6 mi,2726,45 mins,2726
53,14,32.1 mi,2959,49 mins,2959
53,15,33.3 mi,3163,53 mins,3163
53,16,28.5 mi,2674,45 mins,2674
53,17,39.7 mi,3489,58 mins,3489
53,18,33.5 mi,2938,49 mins,2938
53,19,26.9 mi,2321,39 mins,2321
53,20,36.1 mi,3404,57 mins,3404
53,21,38.5 mi,3080,51 mins,3080
53,22,37.1 mi,3250,54 mins,3250
53,23,25.4 mi,2272,38 mins,2272
53,24,40.7 mi,3253,54 mins,3253
53,25,31.3 mi,3085,51 mins,3085
53,26,30.0 mi,2630,44 mins,2630
53,27,32.1 mi,3379,56 mins,3379
53,28,42.2 mi,3407,57 mins,3407
53,29,39.0 mi,3307,55 mins,3307
53,30,27.1 mi,2965,49 mins,2965
53,31,35.4 mi,3097,52 mins,3097
53,32,42.2 mi,3238,54 mins,3238
53,33,26.2 mi,2835,47 mins,2835
53,34,34.6 mi,3191,53 mins,3191
53,35,26.6 mi,2967,49 mins,2967
53,36,40.5 mi,3240,54 mins,3240
53,37,56.7 mi,4360,1 hour 13 mins,4360
53,38,29.9 mi,3099,52 mins,3099
53,39,26.0 mi,2544,42 mins,2544
53,40,38.8 mi,3292,55 mins,3292
53,41,48.6 mi,3865,1 hour 4 mins,3865
53,42,41.5 mi,3833,1 hour 4 mins,3833
53,43,47.9 mi,3827,1 hour 4 mins,3827
53,44,30.5 mi,2981,50 mins,2981
53,45,24.4 mi,2387,40 mins,2387
53,46,41.7 mi,3407,57 mins,3407
53,47,33.5 mi,3258,54 mins,3258
53,48,41.3 mi,3407,57 mins,3407
53,49,32.8 mi,3293,55 mins,3293
53,50,34.8 mi,3047,51 mins,3047
53,51,31.7 mi,3082,51 mins,3082
53,52,34.4 mi,3119,52 mins,3119
53,53,29.3 mi,2619,44 mins,2619
53,54,25.5 mi,2376,40 mins,2376
53,55,37.8 mi,2838,47 mins,2838
53,56,50.5 mi,4094,1 hour 8 mins,4094
53,57,32.2 mi,2959,49 mins,2959
53,58,31.8 mi,2879,48 mins,2879
53,59,64.8 mi,4721,1 hour 19 mins,4721
53,60,34.9 mi,3213,54 mins,3213
53,61,29.0 mi,2580,43 mins,2580
53,62,31.2 mi,2910,49 mins,2910
53,63,27.0 mi,2803,47 mins,2803
53,64,35.5 mi,3324,55 mins,3324
53,65,45.5 mi,3743,1 hour 2 mins,3743
53,66,43.8 mi,3580,1 hour 0 mins,3580
53,67,40.4 mi,3197,53 mins,3197
53,68,35.4 mi,3122,52 mins,3122
53,69,37.8 mi,2838,47 mins,2838
53,70,29.8 mi,2858,48 mins,2858
53,71,27.3 mi,3150,53 mins,3150
53,72,35.1 mi,3325,55 mins,3325
53,73,39.4 mi,2965,49 mins,2965
53,74,32.2 mi,3545,59 mins,3545
53,75,34.4 mi,3133,52 mins,3133
53,76,24.2 mi,2293,38 mins,2293
53,77,27.2 mi,3170,53 mins,3170
53,78,32.6 mi,2877,48 mins,2877
53,79,48.3 mi,3905,1 hour 5 mins,3905
53,80,29.6 mi,3072,51 mins,3072
53,81,35.6 mi,3257,54 mins,3257
53,82,25.5 mi,2376,40 mins,2376
53,83,39.2 mi,3088,51 mins,3088
53,84,27.3 mi,3140,52 mins,3140
53,85,33.1 mi,2916,49 mins,2916
53,86,22.2 mi,2108,35 mins,2108
53,87,26.6 mi,2755,46 mins,2755
53,88,31.7 mi,3339,56 mins,3339
53,89,60.4 mi,4644,1 hour 17 mins,4644
53,90,33.4 mi,3004,50 mins,3004
53,91,38.5 mi,3039,51 mins,3039
53,92,24.8 mi,2271,38 mins,2271
53,93,35.1 mi,3238,54 mins,3238
53,94,39.8 mi,3833,1 hour 4 mins,3833
53,95,29.9 mi,2716,45 mins,2716
53,96,37.3 mi,3429,57 mins,3429
53,97,41.2 mi,3379,56 mins,3379
53,98,50.3 mi,3893,1 hour 5 mins,3893
53,99,36.3 mi,3407,57 mins,3407
